username,rating,date,review,clean,Token,Stopwords,Stemming,Label
Heri Alviano,5,1/13/2024 7:54,Aplikasi musik paling keren Kalian harus download kalau memang pencinta musik,aplikasi musik paling keren kalian harus download kalau memang pencinta musik,"['aplikasi', 'musik', 'paling', 'keren', 'kalian', 'harus', 'download', 'kalau', 'memang', 'pencinta', 'musik']","['aplikasi', 'musik', 'keren', 'download', 'pencinta', 'musik']","['aplikasi', 'musik', 'keren', 'download', 'cinta', 'musik']",Positive
Datmalem Barus,4,1/13/2024 7:49,"Spotify bagus tapi banyak kendala, banyak iklan tolong di perbaiki ya",spotify bagus tapi banyak kendala banyak iklan tolong di perbaiki ya,"['spotify', 'bagus', 'tapi', 'banyak', 'kendala', 'banyak', 'iklan', 'tolong', 'di', 'perbaiki', 'ya']","['spotify', 'bagus', 'kendala', 'iklan', 'tolong', 'perbaiki']","['spotify', 'bagus', 'kendala', 'iklan', 'tolong', 'baik']",Positive
Natalia Sara,5,1/13/2024 7:31,Bisa sambil WA temen. Jadi lagunya ga berenti otomatis nyetel lagu sambil chatting.,bisa sambil wa temen jadi lagunya ga berenti otomatis nyetel lagu sambil chatting,"['bisa', 'sambil', 'wa', 'temen', 'jadi', 'lagunya', 'ga', 'berenti', 'otomatis', 'nyetel', 'lagu', 'sambil', 'chatting']","['wa', 'temen', 'lagunya', 'ga', 'berenti', 'otomatis', 'nyetel', 'lagu', 'chatting']","['wa', 'temen', 'lagu', 'ga', 'renti', 'otomatis', 'nyetel', 'lagu', 'chatting']",Positive
Kay Rzs,2,1/13/2024 5:35,aplikasi aneh lagu yang di tampilkan tidak sesuai dengan pencarian,aplikasi aneh lagu yang di tampilkan tidak sesuai dengan pencarian,"['aplikasi', 'aneh', 'lagu', 'yang', 'di', 'tampilkan', 'tidak', 'sesuai', 'dengan', 'pencarian']","['aplikasi', 'aneh', 'lagu', 'tampilkan', 'sesuai', 'pencarian']","['aplikasi', 'aneh', 'lagu', 'tampil', 'sesuai', 'cari']",Negative
Ahmad Muzahid,4,1/13/2024 4:36,"Untuk kualitas sudah baik semua, cuman perlu dikembangkan lagi di aspek lirik dalam lagu",untuk kualitas sudah baik semua cuman perlu dikembangkan lagi di aspek lirik dalam lagu,"['untuk', 'kualitas', 'sudah', 'baik', 'semua', 'cuman', 'perlu', 'dikembangkan', 'lagi', 'di', 'aspek', 'lirik', 'dalam', 'lagu']","['kualitas', 'cuman', 'dikembangkan', 'aspek', 'lirik', 'lagu']","['kualitas', 'cuman', 'kembang', 'aspek', 'lirik', 'lagu']",Positive
sri sulistyowati,5,1/13/2024 4:24,"Dengerin musik sesuka hati, hanya di spotify...",dengerin musik sesuka hati hanya di spotify,"['dengerin', 'musik', 'sesuka', 'hati', 'hanya', 'di', 'spotify']","['dengerin', 'musik', 'sesuka', 'hati', 'spotify']","['dengerin', 'musik', 'suka', 'hati', 'spotify']",Positive
Sahudi,4,1/13/2024 21:46,"Tolong untuk versi standar diperbaiki untuk berjalan di latar belakang agar tidak mati ketika recent aplikasi di matikan seperti versi lite. Dan Playlist dari file lokal tolong diperbaiki, saya masih menyimpan koleksi musik jaman CD masih berjaya yang tidak semuanya tersedia di spotify",tolong untuk versi standar diperbaiki untuk berjalan di latar belakang agar tidak mati ketika recent aplikasi di matikan seperti versi lite dan playlist dari file lokal tolong diperbaiki saya masih menyimpan koleksi musik jaman cd masih berjaya yang tidak semuanya tersedia di spotify,"['tolong', 'untuk', 'versi', 'standar', 'diperbaiki', 'untuk', 'berjalan', 'di', 'latar', 'belakang', 'agar', 'tidak', 'mati', 'ketika', 'recent', 'aplikasi', 'di', 'matikan', 'seperti', 'versi', 'lite', 'dan', 'playlist', 'dari', 'file', 'lokal', 'tolong', 'diperbaiki', 'saya', 'masih', 'menyimpan', 'koleksi', 'musik', 'jaman', 'cd', 'masih', 'berjaya', 'yang', 'tidak', 'semuanya', 'tersedia', 'di', 'spotify']","['tolong', 'versi', 'standar', 'diperbaiki', 'berjalan', 'latar', 'mati', 'recent', 'aplikasi', 'matikan', 'versi', 'lite', 'playlist', 'file', 'lokal', 'tolong', 'diperbaiki', 'menyimpan', 'koleksi', 'musik', 'jaman', 'cd', 'berjaya', 'tersedia', 'spotify']","['tolong', 'versi', 'standar', 'baik', 'jalan', 'latar', 'mati', 'recent', 'aplikasi', 'mati', 'versi', 'lite', 'playlist', 'file', 'lokal', 'tolong', 'baik', 'simpan', 'koleksi', 'musik', 'jaman', 'cd', 'jaya', 'sedia', 'spotify']",Positive
Yudi Wheibhe,1,1/13/2024 20:12,Iklan sering muncul..baru buka mu puter lgu dh iklan dulu..😱 Bikin bosen mu putar lagu...,iklan sering munculbaru buka mu puter lgu dh iklan dulu  bikin bosen mu putar lagu,"['iklan', 'sering', 'munculbaru', 'buka', 'mu', 'puter', 'lgu', 'dh', 'iklan', 'dulu', 'bikin', 'bosen', 'mu', 'putar', 'lagu']","['iklan', 'munculbaru', 'buka', 'mu', 'puter', 'lgu', 'dh', 'iklan', 'bikin', 'bosen', 'mu', 'putar', 'lagu']","['iklan', 'munculbaru', 'buka', 'mu', 'puter', 'lgu', 'dh', 'iklan', 'bikin', 'bosen', 'mu', 'putar', 'lagu']",Negative
Yosha Arga,2,1/13/2024 19:54,"sekarang kok suka keluar sendiri ya aplikasinya, misalnya pas muter musik suka mati sendiri musiknya gitu trus parah",sekarang kok suka keluar sendiri ya aplikasinya misalnya pas muter musik suka mati sendiri musiknya gitu trus parah,"['sekarang', 'kok', 'suka', 'keluar', 'sendiri', 'ya', 'aplikasinya', 'misalnya', 'pas', 'muter', 'musik', 'suka', 'mati', 'sendiri', 'musiknya', 'gitu', 'trus', 'parah']","['suka', 'aplikasinya', 'pas', 'muter', 'musik', 'suka', 'mati', 'musiknya', 'gitu', 'trus', 'parah']","['suka', 'aplikasi', 'pas', 'muter', 'musik', 'suka', 'mati', 'musik', 'gitu', 'trus', 'parah']",Negative
Omo Sarmadi,5,1/13/2024 19:06,Cukup bagus dg koleksi lagu nya perbanyak lagi nostalgianya,cukup bagus dg koleksi lagu nya perbanyak lagi nostalgianya,"['cukup', 'bagus', 'dg', 'koleksi', 'lagu', 'nya', 'perbanyak', 'lagi', 'nostalgianya']","['bagus', 'dg', 'koleksi', 'lagu', 'perbanyak', 'nostalgianya']","['bagus', 'dg', 'koleksi', 'lagu', 'banyak', 'nostalgia']",Positive
Aira Azzahraa,4,1/13/2024 19:03,"Asli, Spotify udah bagus. Sebenernya ada iklan buat yg ga premium sih wajar wajar aja, tapi bisa ga sih iklannya jangan yang horor😭😭😭 Lagi sendirian di kamar malem malem sambil denger Spotify, eh tiba tiba iklan horor, kan ga asik ya. Gitu deh pokonya",asli spotify udah bagus sebenernya ada iklan buat yg ga premium sih wajar wajar aja tapi bisa ga sih iklannya jangan yang horor    lagi sendirian di kamar malem malem sambil denger spotify eh tiba tiba iklan horor kan ga asik ya gitu deh pokonya,"['asli', 'spotify', 'udah', 'bagus', 'sebenernya', 'ada', 'iklan', 'buat', 'yg', 'ga', 'premium', 'sih', 'wajar', 'wajar', 'aja', 'tapi', 'bisa', 'ga', 'sih', 'iklannya', 'jangan', 'yang', 'horor', 'lagi', 'sendirian', 'di', 'kamar', 'malem', 'malem', 'sambil', 'denger', 'spotify', 'eh', 'tiba', 'tiba', 'iklan', 'horor', 'kan', 'ga', 'asik', 'ya', 'gitu', 'deh', 'pokonya']","['asli', 'spotify', 'udah', 'bagus', 'sebenernya', 'iklan', 'ga', 'premium', 'wajar', 'wajar', 'aja', 'ga', 'iklannya', 'horor', 'kamar', 'malem', 'malem', 'denger', 'spotify', 'eh', 'iklan', 'horor', 'ga', 'asik', 'gitu', 'deh', 'pokonya']","['asli', 'spotify', 'udah', 'bagus', 'sebenernya', 'iklan', 'ga', 'premium', 'wajar', 'wajar', 'aja', 'ga', 'iklan', 'horor', 'kamar', 'malem', 'malem', 'denger', 'spotify', 'eh', 'iklan', 'horor', 'ga', 'asik', 'gitu', 'deh', 'poko']",Positive
Hidayat Muchlis,1,1/13/2024 17:29,"1 lagi 2 iklan oy gila apa, mau denger lagu apa iklan, mana iklan nya horror anj",  lagi   iklan oy gila apa mau denger lagu apa iklan mana iklan nya horror anj,"['lagi', 'iklan', 'oy', 'gila', 'apa', 'mau', 'denger', 'lagu', 'apa', 'iklan', 'mana', 'iklan', 'nya', 'horror', 'anj']","['iklan', 'oy', 'gila', 'denger', 'lagu', 'iklan', 'iklan', 'horror', 'anj']","['iklan', 'oy', 'gila', 'denger', 'lagu', 'iklan', 'iklan', 'horror', 'anj']",Negative
muhammad fiki,1,1/13/2024 17:02,setelah upgrade malah disuruh premium biar gaada iklan nya,setelah upgrade malah disuruh premium biar gaada iklan nya,"['setelah', 'upgrade', 'malah', 'disuruh', 'premium', 'biar', 'gaada', 'iklan', 'nya']","['upgrade', 'disuruh', 'premium', 'biar', 'gaada', 'iklan']","['upgrade', 'suruh', 'premium', 'biar', 'gaada', 'iklan']",Negative
Fening Prihatini11,3,1/13/2024 16:51,Dikasih masukan terlalu sering dapet iklan bukannya buat perbaikan malah semakin banyak iklannya,dikasih masukan terlalu sering dapet iklan bukannya buat perbaikan malah semakin banyak iklannya,"['dikasih', 'masukan', 'terlalu', 'sering', 'dapet', 'iklan', 'bukannya', 'buat', 'perbaikan', 'malah', 'semakin', 'banyak', 'iklannya']","['dikasih', 'masukan', 'dapet', 'iklan', 'perbaikan', 'iklannya']","['kasih', 'masuk', 'dapet', 'iklan', 'baik', 'iklan']",Negative
Leo M,1,1/13/2024 16:32,"apa apaan saya buka spotify tpi ngelagnya minta ampun, pdhl wifi saya aman tapi malah loading, trs juga kalau saya mau stop dan play lagu itu lama, trs jyga kalau mau ganti lagu gabisa ke ganti, setelah di diamkan beberapa jam bukannya udh ga loading tpi ini msih loading tolong benerin lah garena",apa apaan saya buka spotify tpi ngelagnya minta ampun pdhl wifi saya aman tapi malah loading trs juga kalau saya mau stop dan play lagu itu lama trs jyga kalau mau ganti lagu gabisa ke ganti setelah di diamkan beberapa jam bukannya udh ga loading tpi ini msih loading tolong benerin lah garena,"['apa', 'apaan', 'saya', 'buka', 'spotify', 'tpi', 'ngelagnya', 'minta', 'ampun', 'pdhl', 'wifi', 'saya', 'aman', 'tapi', 'malah', 'loading', 'trs', 'juga', 'kalau', 'saya', 'mau', 'stop', 'dan', 'play', 'lagu', 'itu', 'lama', 'trs', 'jyga', 'kalau', 'mau', 'ganti', 'lagu', 'gabisa', 'ke', 'ganti', 'setelah', 'di', 'diamkan', 'beberapa', 'jam', 'bukannya', 'udh', 'ga', 'loading', 'tpi', 'ini', 'msih', 'loading', 'tolong', 'benerin', 'lah', 'garena']","['buka', 'spotify', 'tpi', 'ngelagnya', 'ampun', 'pdhl', 'wifi', 'aman', 'loading', 'trs', 'stop', 'play', 'lagu', 'trs', 'jyga', 'ganti', 'lagu', 'gabisa', 'ganti', 'diamkan', 'jam', 'ga', 'loading', 'tpi', 'msih', 'loading', 'tolong', 'benerin', 'garena']","['buka', 'spotify', 'tpi', 'ngelagnya', 'ampun', 'pdhl', 'wifi', 'aman', 'loading', 'trs', 'stop', 'play', 'lagu', 'trs', 'jyga', 'ganti', 'lagu', 'gabisa', 'ganti', 'diam', 'jam', 'ga', 'loading', 'tpi', 'msih', 'loading', 'tolong', 'benerin', 'garena']",Negative
Liya ?,2,1/13/2024 16:04,"Kadang lagi dengerin playlist sambil baca komik online sbg, tiba tiba lagunya berhenti trus pas di play lagunya ngulang lagi dari awal dan pas mw lanjut baca eh lagunya berhenti lagi gitu terus sampe gw sebel parah Pls di fix karena gw g nyaman bgt (Mungkin klo udh di fix gw tambahin bintangnya)",kadang lagi dengerin playlist sambil baca komik online sbg tiba tiba lagunya berhenti trus pas di play lagunya ngulang lagi dari awal dan pas mw lanjut baca eh lagunya berhenti lagi gitu terus sampe gw sebel parah pls di fix karena gw   nyaman bgt mungkin klo udh di fix gw tambahin bintangnya,"['kadang', 'lagi', 'dengerin', 'playlist', 'sambil', 'baca', 'komik', 'online', 'sbg', 'tiba', 'tiba', 'lagunya', 'berhenti', 'trus', 'pas', 'di', 'play', 'lagunya', 'ngulang', 'lagi', 'dari', 'awal', 'dan', 'pas', 'mw', 'lanjut', 'baca', 'eh', 'lagunya', 'berhenti', 'lagi', 'gitu', 'terus', 'sampe', 'gw', 'sebel', 'parah', 'pls', 'di', 'fix', 'karena', 'gw', 'nyaman', 'bgt', 'mungkin', 'klo', 'udh', 'di', 'fix', 'gw', 'tambahin', 'bintangnya']","['kadang', 'dengerin', 'playlist', 'baca', 'komik', 'online', 'sbg', 'lagunya', 'berhenti', 'trus', 'pas', 'play', 'lagunya', 'ngulang', 'pas', 'mw', 'baca', 'eh', 'lagunya', 'berhenti', 'gitu', 'sampe', 'sebel', 'parah', 'pls', 'fix', 'nyaman', 'bgt', 'klo', 'fix', 'tambahin', 'bintangnya']","['kadang', 'dengerin', 'playlist', 'baca', 'komik', 'online', 'sbg', 'lagu', 'henti', 'trus', 'pas', 'play', 'lagu', 'ngulang', 'pas', 'mw', 'baca', 'eh', 'lagu', 'henti', 'gitu', 'sampe', 'sebel', 'parah', 'pls', 'fix', 'nyaman', 'bgt', 'klo', 'fix', 'tambahin', 'bintang']",Negative
melati Ramadani,5,1/13/2024 13:50,"bagus banget, tapi sering kaget denger podcast pocong itu 😭😭",bagus banget tapi sering kaget denger podcast pocong itu   ,"['bagus', 'banget', 'tapi', 'sering', 'kaget', 'denger', 'podcast', 'pocong', 'itu']","['bagus', 'banget', 'kaget', 'denger', 'podcast', 'pocong']","['bagus', 'banget', 'kaget', 'denger', 'podcast', 'pocong']",Positive
ary pratama,2,1/13/2024 12:48,"Kenapa Spotify saya selalu tidak ada koneksi internet, padahal sebelumnya bisa. Sia-sia premium",kenapa spotify saya selalu tidak ada koneksi internet padahal sebelumnya bisa siasia premium,"['kenapa', 'spotify', 'saya', 'selalu', 'tidak', 'ada', 'koneksi', 'internet', 'padahal', 'sebelumnya', 'bisa', 'siasia', 'premium']","['spotify', 'koneksi', 'internet', 'siasia', 'premium']","['spotify', 'koneksi', 'internet', 'siasia', 'premium']",Negative
Ading Kamil,2,1/13/2024 12:43,Sudah enak enak dengerin musik terus ada iklan makanya jadi gak enak,sudah enak enak dengerin musik terus ada iklan makanya jadi gak enak,"['sudah', 'enak', 'enak', 'dengerin', 'musik', 'terus', 'ada', 'iklan', 'makanya', 'jadi', 'gak', 'enak']","['enak', 'enak', 'dengerin', 'musik', 'iklan', 'gak', 'enak']","['enak', 'enak', 'dengerin', 'musik', 'iklan', 'gak', 'enak']",Negative
Erna Magenta,3,1/13/2024 12:24,saya tidak bisa login menggunakan nomor hp padahal sebelumnya bisa tolong diperbaiki,saya tidak bisa login menggunakan nomor hp padahal sebelumnya bisa tolong diperbaiki,"['saya', 'tidak', 'bisa', 'login', 'menggunakan', 'nomor', 'hp', 'padahal', 'sebelumnya', 'bisa', 'tolong', 'diperbaiki']","['login', 'nomor', 'hp', 'tolong', 'diperbaiki']","['login', 'nomor', 'hp', 'tolong', 'baik']",Negative
Rasya Daly,1,1/13/2024 0:28,"Kenapa ya saya mau premium tapi pas saya mau pilih metode pembayaran malah ada bug ""Koneksi tidak terhubung""? Dan membuat saya tidak bisa premium,Padahal internet saya aman aman aja, tolong diperbaiki.",kenapa ya saya mau premium tapi pas saya mau pilih metode pembayaran malah ada bug koneksi tidak terhubung dan membuat saya tidak bisa premiumpadahal internet saya aman aman aja tolong diperbaiki,"['kenapa', 'ya', 'saya', 'mau', 'premium', 'tapi', 'pas', 'saya', 'mau', 'pilih', 'metode', 'pembayaran', 'malah', 'ada', 'bug', 'koneksi', 'tidak', 'terhubung', 'dan', 'membuat', 'saya', 'tidak', 'bisa', 'premiumpadahal', 'internet', 'saya', 'aman', 'aman', 'aja', 'tolong', 'diperbaiki']","['premium', 'pas', 'pilih', 'metode', 'pembayaran', 'bug', 'koneksi', 'terhubung', 'premiumpadahal', 'internet', 'aman', 'aman', 'aja', 'tolong', 'diperbaiki']","['premium', 'pas', 'pilih', 'metode', 'bayar', 'bug', 'koneksi', 'hubung', 'premiumpadahal', 'internet', 'aman', 'aman', 'aja', 'tolong', 'baik']",Negative
YOGA PRASETYA,5,1/12/2024 9:52,"dari semua apk music saya instal , menurut saya Spotify yg terbaik ,",dari semua apk music saya instal  menurut saya spotify yg terbaik ,"['dari', 'semua', 'apk', 'music', 'saya', 'instal', 'menurut', 'saya', 'spotify', 'yg', 'terbaik']","['apk', 'music', 'instal', 'spotify', 'terbaik']","['apk', 'music', 'instal', 'spotify', 'baik']",Positive
Hafizhur Rohman,5,1/12/2024 9:35,Saya suka dengan berbagai lgu nya terimakasih untuk Spotify,saya suka dengan berbagai lgu nya terimakasih untuk spotify,"['saya', 'suka', 'dengan', 'berbagai', 'lgu', 'nya', 'terimakasih', 'untuk', 'spotify']","['suka', 'lgu', 'terimakasih', 'spotify']","['suka', 'lgu', 'terimakasih', 'spotify']",Positive
Fahrur Rozi,1,1/12/2024 8:21,"banyak kali iklannya, sampe nunggu 2 menit buat mutar lagu, males jadinya",banyak kali iklannya sampe nunggu   menit buat mutar lagu males jadinya,"['banyak', 'kali', 'iklannya', 'sampe', 'nunggu', 'menit', 'buat', 'mutar', 'lagu', 'males', 'jadinya']","['kali', 'iklannya', 'sampe', 'nunggu', 'menit', 'mutar', 'lagu', 'males']","['kali', 'iklan', 'sampe', 'nunggu', 'menit', 'mutar', 'lagu', 'males']",Negative
ahmad syam,5,1/12/2024 7:54,Teman dalam mencari inspirasi. Dengan pustaka lagu yang lengkap dan terbaik.,teman dalam mencari inspirasi dengan pustaka lagu yang lengkap dan terbaik,"['teman', 'dalam', 'mencari', 'inspirasi', 'dengan', 'pustaka', 'lagu', 'yang', 'lengkap', 'dan', 'terbaik']","['teman', 'mencari', 'inspirasi', 'pustaka', 'lagu', 'lengkap', 'terbaik']","['teman', 'cari', 'inspirasi', 'pustaka', 'lagu', 'lengkap', 'baik']",Positive
Dyn,3,1/12/2024 7:19,"Maaf banget nih spotify. Iklannya sekarang 4-5x berturut-turut atau punyaku nge-bug nih? Wkwkwkwk diperbaiki kalo bug, max iklan 3x berturut-turut lah. Masa 2-3 lagu > iklan 3-4x > 2-3 lagu > iklan lagi 3-4x",maaf banget nih spotify iklannya sekarang     berturutturut atau punyaku ngebug nih wkwkwkwk diperbaiki kalo bug max iklan    berturutturut lah masa    lagu  iklan         lagu  iklan lagi    ,"['maaf', 'banget', 'nih', 'spotify', 'iklannya', 'sekarang', 'berturutturut', 'atau', 'punyaku', 'ngebug', 'nih', 'wkwkwkwk', 'diperbaiki', 'kalo', 'bug', 'max', 'iklan', 'berturutturut', 'lah', 'masa', 'lagu', 'iklan', 'lagu', 'iklan', 'lagi']","['maaf', 'banget', 'nih', 'spotify', 'iklannya', 'berturutturut', 'punyaku', 'ngebug', 'nih', 'wkwkwkwk', 'diperbaiki', 'kalo', 'bug', 'max', 'iklan', 'berturutturut', 'lagu', 'iklan', 'lagu', 'iklan']","['maaf', 'banget', 'nih', 'spotify', 'iklan', 'berturutturut', 'punya', 'ngebug', 'nih', 'wkwkwkwk', 'baik', 'kalo', 'bug', 'max', 'iklan', 'berturutturut', 'lagu', 'iklan', 'lagu', 'iklan']",Negative
Swaynzz Tigerrr-,5,1/12/2024 6:39,"1000/10 ! Suka banget sama apk ini, untuk musik dan liriknya lengkap banget. minusnya harus berlangganan agar mendapatkan fitur spesial, tapi apk ini recommended bgt buat orang yang suka dengerin musik 24 jam wkwkwk. suka banget sama Spotify sekarang, jarang ada iklan juga 💯",        suka banget sama apk ini untuk musik dan liriknya lengkap banget minusnya harus berlangganan agar mendapatkan fitur spesial tapi apk ini recommended bgt buat orang yang suka dengerin musik    jam wkwkwk suka banget sama spotify sekarang jarang ada iklan juga  ,"['suka', 'banget', 'sama', 'apk', 'ini', 'untuk', 'musik', 'dan', 'liriknya', 'lengkap', 'banget', 'minusnya', 'harus', 'berlangganan', 'agar', 'mendapatkan', 'fitur', 'spesial', 'tapi', 'apk', 'ini', 'recommended', 'bgt', 'buat', 'orang', 'yang', 'suka', 'dengerin', 'musik', 'jam', 'wkwkwk', 'suka', 'banget', 'sama', 'spotify', 'sekarang', 'jarang', 'ada', 'iklan', 'juga']","['suka', 'banget', 'apk', 'musik', 'liriknya', 'lengkap', 'banget', 'minusnya', 'berlangganan', 'fitur', 'spesial', 'apk', 'recommended', 'bgt', 'orang', 'suka', 'dengerin', 'musik', 'jam', 'wkwkwk', 'suka', 'banget', 'spotify', 'jarang', 'iklan']","['suka', 'banget', 'apk', 'musik', 'lirik', 'lengkap', 'banget', 'minus', 'langgan', 'fitur', 'spesial', 'apk', 'recommended', 'bgt', 'orang', 'suka', 'dengerin', 'musik', 'jam', 'wkwkwk', 'suka', 'banget', 'spotify', 'jarang', 'iklan']",Positive
Suwandi Widjaya,5,1/12/2024 6:28,"Keren dan bagus aplikasi nya, cari lagu tidak sulit ....mantab 👍👍👍👍👍",keren dan bagus aplikasi nya cari lagu tidak sulit mantab      ,"['keren', 'dan', 'bagus', 'aplikasi', 'nya', 'cari', 'lagu', 'tidak', 'sulit', 'mantab']","['keren', 'bagus', 'aplikasi', 'cari', 'lagu', 'sulit', 'mantab']","['keren', 'bagus', 'aplikasi', 'cari', 'lagu', 'sulit', 'mantab']",Positive
Syahril Gunawan,4,1/12/2024 21:51,Di spotify lagunya lengkap tapi gk bisa didengarkan secara offline dan suka ada iklan podcast pocong jadi saya kasih bintang 4 ya,di spotify lagunya lengkap tapi gk bisa didengarkan secara offline dan suka ada iklan podcast pocong jadi saya kasih bintang   ya,"['di', 'spotify', 'lagunya', 'lengkap', 'tapi', 'gk', 'bisa', 'didengarkan', 'secara', 'offline', 'dan', 'suka', 'ada', 'iklan', 'podcast', 'pocong', 'jadi', 'saya', 'kasih', 'bintang', 'ya']","['spotify', 'lagunya', 'lengkap', 'gk', 'didengarkan', 'offline', 'suka', 'iklan', 'podcast', 'pocong', 'kasih', 'bintang']","['spotify', 'lagu', 'lengkap', 'gk', 'dengar', 'offline', 'suka', 'iklan', 'podcast', 'pocong', 'kasih', 'bintang']",Positive
Bagus Rendi ato,1,1/12/2024 21:44,Apa coba nih spotif apk musik tapi iklannya horor bukan bikin tenang malah dibikin takut tolong klo bikin iklan itu yang benar,apa coba nih spotif apk musik tapi iklannya horor bukan bikin tenang malah dibikin takut tolong klo bikin iklan itu yang benar,"['apa', 'coba', 'nih', 'spotif', 'apk', 'musik', 'tapi', 'iklannya', 'horor', 'bukan', 'bikin', 'tenang', 'malah', 'dibikin', 'takut', 'tolong', 'klo', 'bikin', 'iklan', 'itu', 'yang', 'benar']","['coba', 'nih', 'spotif', 'apk', 'musik', 'iklannya', 'horor', 'bikin', 'tenang', 'dibikin', 'takut', 'tolong', 'klo', 'bikin', 'iklan']","['coba', 'nih', 'spotif', 'apk', 'musik', 'iklan', 'horor', 'bikin', 'tenang', 'bikin', 'takut', 'tolong', 'klo', 'bikin', 'iklan']",Negative
Gabriella Joa,4,1/12/2024 20:10,"sejauh ini bagus si, tapi akhir-akhir ini ga tau kenapa ga bisa memuat lirik semoga segera di perbaiki",sejauh ini bagus si tapi akhirakhir ini ga tau kenapa ga bisa memuat lirik semoga segera di perbaiki,"['sejauh', 'ini', 'bagus', 'si', 'tapi', 'akhirakhir', 'ini', 'ga', 'tau', 'kenapa', 'ga', 'bisa', 'memuat', 'lirik', 'semoga', 'segera', 'di', 'perbaiki']","['bagus', 'si', 'akhirakhir', 'ga', 'tau', 'ga', 'memuat', 'lirik', 'semoga', 'perbaiki']","['bagus', 'si', 'akhirakhir', 'ga', 'tau', 'ga', 'muat', 'lirik', 'moga', 'baik']",Positive
Dimas Putra,5,1/12/2024 19:56,inik lagunya semuanya enak tapi yang pas gantinya jangan lagu yang gak enak,inik lagunya semuanya enak tapi yang pas gantinya jangan lagu yang gak enak,"['inik', 'lagunya', 'semuanya', 'enak', 'tapi', 'yang', 'pas', 'gantinya', 'jangan', 'lagu', 'yang', 'gak', 'enak']","['inik', 'lagunya', 'enak', 'pas', 'gantinya', 'lagu', 'gak', 'enak']","['inik', 'lagu', 'enak', 'pas', 'ganti', 'lagu', 'gak', 'enak']",Positive
Naruto Uzumaki,3,1/12/2024 19:47,Sebenarnya apk ini bagus ttpi knp pas malam saya lagi enak dengerin musik iklan nya horor semua,sebenarnya apk ini bagus ttpi knp pas malam saya lagi enak dengerin musik iklan nya horor semua,"['sebenarnya', 'apk', 'ini', 'bagus', 'ttpi', 'knp', 'pas', 'malam', 'saya', 'lagi', 'enak', 'dengerin', 'musik', 'iklan', 'nya', 'horor', 'semua']","['apk', 'bagus', 'ttpi', 'pas', 'malam', 'enak', 'dengerin', 'musik', 'iklan', 'horor']","['apk', 'bagus', 'ttpi', 'pas', 'malam', 'enak', 'dengerin', 'musik', 'iklan', 'horor']",Negative
Yana Surya Dinata,5,1/12/2024 19:36,"Lumayan lah buat apk lagu ,cuma banyak lirik yg tidak tersingkronk dengan baik ,mohon diperbaiki",lumayan lah buat apk lagu cuma banyak lirik yg tidak tersingkronk dengan baik mohon diperbaiki,"['lumayan', 'lah', 'buat', 'apk', 'lagu', 'cuma', 'banyak', 'lirik', 'yg', 'tidak', 'tersingkronk', 'dengan', 'baik', 'mohon', 'diperbaiki']","['lumayan', 'apk', 'lagu', 'lirik', 'tersingkronk', 'mohon', 'diperbaiki']","['lumayan', 'apk', 'lagu', 'lirik', 'tersingkronk', 'mohon', 'baik']",Positive
bening pelangi,5,1/12/2024 19:24,"Seru, lagu banyak yg bisa dicari dan bayak keseruan lainnya yg saya suka pada aplikasi ini",seru lagu banyak yg bisa dicari dan bayak keseruan lainnya yg saya suka pada aplikasi ini,"['seru', 'lagu', 'banyak', 'yg', 'bisa', 'dicari', 'dan', 'bayak', 'keseruan', 'lainnya', 'yg', 'saya', 'suka', 'pada', 'aplikasi', 'ini']","['seru', 'lagu', 'dicari', 'bayak', 'keseruan', 'suka', 'aplikasi']","['seru', 'lagu', 'cari', 'bayak', 'seru', 'suka', 'aplikasi']",Positive
23 074 Irgi Naufal Ghani,3,1/12/2024 17:31,"tolong ya spotify, kenapa setiap saya mau beli paket premium selalu coba lagi padahal sinyal wifi saya aman aman aja tolong dong fix!",tolong ya spotify kenapa setiap saya mau beli paket premium selalu coba lagi padahal sinyal wifi saya aman aman aja tolong dong fix,"['tolong', 'ya', 'spotify', 'kenapa', 'setiap', 'saya', 'mau', 'beli', 'paket', 'premium', 'selalu', 'coba', 'lagi', 'padahal', 'sinyal', 'wifi', 'saya', 'aman', 'aman', 'aja', 'tolong', 'dong', 'fix']","['tolong', 'spotify', 'beli', 'paket', 'premium', 'coba', 'sinyal', 'wifi', 'aman', 'aman', 'aja', 'tolong', 'fix']","['tolong', 'spotify', 'beli', 'paket', 'premium', 'coba', 'sinyal', 'wifi', 'aman', 'aman', 'aja', 'tolong', 'fix']",Negative
Raisa,5,1/12/2024 17:13,"Lgu nya bagus bagus bgtt,keren,bgt jg lagu lagu nya,+pilihan pilihan lain nya, sambil main ml akuu",lgu nya bagus bagus bgttkerenbgt jg lagu lagu nyapilihan pilihan lain nya sambil main ml akuu,"['lgu', 'nya', 'bagus', 'bagus', 'bgttkerenbgt', 'jg', 'lagu', 'lagu', 'nyapilihan', 'pilihan', 'lain', 'nya', 'sambil', 'main', 'ml', 'akuu']","['lgu', 'bagus', 'bagus', 'bgttkerenbgt', 'lagu', 'lagu', 'nyapilihan', 'pilihan', 'main', 'ml', 'akuu']","['lgu', 'bagus', 'bagus', 'bgttkerenbgt', 'lagu', 'lagu', 'nyapilihan', 'pilih', 'main', 'ml', 'akuu']",Positive
